"","id","senator_party","condition","pid7","pre_sexism_1","pre_sexism_2","pre_sexism_3","pre_sexism_4","pre_favorability","pre_vote","gender","age","newsinterest","post_favorability","post_vote","punishment_1","punishment_2","punishment_3","punishment_4","punishment_5","post_sexism_1","post_sexism_2","post_sexism_3","post_sexism_4","condition2","pid3","needmoreevidence","apology","longtimeago","resign","elitecues","needmoreevidence_reverse","longtimeago_reverse","meanpunishment","sameparty","pre_sexism","post_sexism","change_favorability","change_vote","change_sexism","perchange_favorability","perchange_vote","perchange_sexism"
"91",91,"Democrat",2,"Lean Democrat",1,1,1,1,9,9,"Woman","25-34","Most of the time",6,6,"Disagree somewhat","Neither disagree nor agree","Disagree strongly","Disagree somewhat","Disagree strongly",1,1,1,1,"Assault","Democrat",2,3,1,2,1,4,5,3.5,"Same party",1,1,-3,-3,0,-30,-30,0
"92",92,"Democrat",3,"Strong Democrat",1,1,1,1,10,10,"Woman","45-54","Most of the time",10,10,"","","","","",1,1,1,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1,1,0,0,0,0,0,0
"93",93,"Democrat",3,"Strong Democrat",2,1,1,1,9,9,"Woman","35-44","Most of the time",9,9,"","","","","",2,1,1,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1.25,1.25,0,0,0,0,0,0
"94",94,"Democrat",3,"Independent",3,4,2,3,6,8,"Woman","25-34","Some of the time",6,7,"","","","","",4,4,3,3,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",3,3.5,0,-1,0.5,0,-11.1111111111111,12.5
"95",95,"Republican",2,"Strong Democrat",1,1,2,1,5,5,"Woman","25-34","Hardly at all",3,3,"Disagree strongly","Agree somewhat","Disagree strongly","Agree somewhat","Disagree strongly",1,1,2,1,"Assault","Democrat",1,4,1,4,1,5,5,4.5,"Opposite party",1.25,1.25,-2,-2,0,-33.3333333333333,-33.3333333333333,0
"96",96,"Democrat",2,"Strong Democrat",1,1,5,1,10,10,"Man","35-44","Most of the time",5,5,"Disagree strongly","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree","Neither disagree nor agree",1,1,5,1,"Assault","Democrat",1,3,1,3,3,5,5,4,"Same party",2,2,-5,-5,0,-45.4545454545455,-45.4545454545455,0
"97",97,"Democrat",1,"Lean Republican",1,1,1,1,7,8,"Woman","55-64","Some of the time",7,8,"Disagree somewhat","Agree somewhat","Disagree somewhat","Disagree strongly","Agree somewhat",1,1,1,1,"Jokes","Republican",2,4,2,1,4,4,4,3.25,"Opposite party",1,1,0,0,0,0,0,0
"98",98,"Democrat",1,"Lean Republican",4,5,1,5,4,0,"Man","35-44","Most of the time",3,0,"Agree strongly","Disagree strongly","Agree strongly","Disagree strongly","Disagree strongly",4,5,1,5,"Jokes","Republican",5,1,5,1,1,1,1,1,"Opposite party",3.75,3.75,-1,0,0,-20,0,0
"99",99,"Republican",1,"Independent",1,2,1,3,5,5,"Man","18-24","Most of the time",5,5,"Agree strongly","Disagree strongly","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree",3,1,1,3,"Jokes","Independent",5,1,3,3,3,1,3,2,"Independents/Not sures",1.75,2,0,0,0.25,0,0,9.09090909090909
"100",100,"Republican",2,"Not very strong Democrat",2,3,1,2,6,4,"Man","35-44","Most of the time",2,0,"Disagree strongly","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree","Disagree strongly",2,2,1,2,"Assault","Democrat",1,3,1,3,1,5,5,4,"Opposite party",2,1.75,-4,-4,-0.25,-57.1428571428571,-80,-8.33333333333333
"101",101,"Democrat",3,"Lean Republican",2,3,2,3,5,5,"Man","45-54","Most of the time",5,5,"","","","","",2,2,3,3,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",2.5,2.5,0,0,0,0,0,0
"102",102,"Republican",3,"Not very strong Democrat",2,1,3,1,7,5,"Man","25-34","Hardly at all",7,5,"","","","","",1,1,3,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1.75,1.5,0,0,-0.25,0,0,-9.09090909090909
"103",103,"Democrat",3,"Strong Republican",4,4,3,3,7,2,"Man","55-64","Most of the time",7,2,"","","","","",4,4,3,3,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",3.5,3.5,0,0,0,0,0,0
"104",104,"Democrat",1,"Not very strong Republican",2,2,3,2,6,3,"Man","35-44","Some of the time",6,3,"Agree somewhat","Disagree strongly","Neither disagree nor agree","Disagree somewhat","Disagree somewhat",2,2,4,2,"Jokes","Republican",4,1,3,2,2,2,3,2,"Opposite party",2.25,2.5,0,0,0.25,0,0,7.69230769230769
"105",105,"Democrat",1,"Lean Democrat",1,1,1,1,6,5,"Woman","18-24","Some of the time",5,5,"Neither disagree nor agree","Neither disagree nor agree","Disagree somewhat","Disagree somewhat","Disagree somewhat",1,1,1,1,"Jokes","Democrat",3,3,2,2,2,3,4,3,"Same party",1,1,-1,0,0,-14.2857142857143,0,0
"106",106,"Democrat",2,"Strong Democrat",1,1,1,1,9,9,"Woman","45-54","Some of the time",8,8,"Disagree somewhat","Disagree somewhat","Agree strongly","Disagree strongly","Neither disagree nor agree",1,1,1,1,"Assault","Democrat",2,2,5,1,3,4,1,2,"Same party",1,1,-1,-1,0,-10,-10,0
"107",107,"Republican",2,"Strong Republican",1,1,1,1,9,9,"Man","45-54","Most of the time",7,8,"Disagree somewhat","Disagree somewhat","Disagree strongly","Disagree strongly","Agree somewhat",1,1,1,1,"Assault","Republican",2,2,1,1,4,4,5,3,"Same party",1,1,-2,-1,0,-20,-10,0
"108",108,"Republican",2,"Lean Democrat",3,1,3,2,2,0,"Man","25-34","Some of the time",0,0,"Disagree somewhat","Neither disagree nor agree","Disagree strongly","Agree somewhat","Disagree strongly",3,1,3,1,"Assault","Democrat",2,3,1,4,1,4,5,4,"Opposite party",2.25,2,-2,0,-0.25,-66.6666666666667,0,-7.69230769230769
"109",109,"Republican",3,"Lean Democrat",4,3,3,5,7,6,"Man","25-34","Only now and then",7,5,"","","","","",4,3,3,4,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",3.75,3.5,0,-1,-0.25,0,-14.2857142857143,-5.26315789473684
"110",110,"Democrat",2,"Strong Republican",2,4,2,4,5,1,"Woman","35-44","Most of the time",4,1,"Neither disagree nor agree","Disagree somewhat","Neither disagree nor agree","Disagree somewhat","Disagree somewhat",2,4,2,4,"Assault","Republican",3,2,3,2,2,3,3,2.5,"Opposite party",3,3,-1,0,0,-16.6666666666667,0,0
"111",111,"Republican",3,"Not very strong Democrat",3,4,4,3,6,4,"Man","25-34","Some of the time",6,7,"","","","","",2,2,4,2,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",3.5,2.5,0,3,-1,0,60,-22.2222222222222
"112",112,"Republican",3,"Strong Democrat",1,1,1,1,5,3,"Man","65 or over","Most of the time",7,3,"","","","","",1,1,1,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1,1,2,0,0,33.3333333333333,0,0
"113",113,"Republican",3,"Strong Democrat",2,2,4,2,6,5,"Man","35-44","Most of the time",6,5,"","","","","",2,2,4,2,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",2.5,2.5,0,0,0,0,0,0
"114",114,"Democrat",2,"Strong Republican",2,2,4,2,2,2,"Man","25-34","Most of the time",1,1,"Disagree strongly","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree","Disagree strongly",2,2,4,2,"Assault","Republican",1,3,1,3,1,5,5,4,"Opposite party",2.5,2.5,-1,-1,0,-33.3333333333333,-33.3333333333333,0
"115",115,"Democrat",3,"Independent",1,1,1,1,10,10,"Man","35-44","Most of the time",10,10,"","","","","",1,1,1,1,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",1,1,0,0,0,0,0,0
"116",116,"Republican",2,"Independent",4,4,2,4,7,6,"Man","55-64","Only now and then",1,0,"Disagree somewhat","Agree somewhat","Disagree somewhat","Agree strongly","Agree somewhat",4,4,2,4,"Assault","Independent",2,4,2,5,4,4,4,4.25,"Independents/Not sures",3.5,3.5,-6,-6,0,-75,-85.7142857142857,0
"117",117,"Republican",3,"Strong Democrat",1,1,1,1,7,2,"Man","35-44","Most of the time",7,2,"","","","","",1,1,5,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1,2,0,0,1,0,0,50
"118",118,"Republican",2,"Lean Democrat",2,2,2,2,4,5,"Woman","35-44","Most of the time",4,2,"Disagree somewhat","Neither disagree nor agree","Disagree somewhat","Neither disagree nor agree","Disagree somewhat",2,2,2,2,"Assault","Democrat",2,3,2,3,2,4,4,3.5,"Opposite party",2,2,0,-3,0,0,-50,0
"119",119,"Republican",2,"Independent",4,4,2,4,5,5,"Man","35-44","Most of the time",5,5,"Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree",4,4,2,4,"Assault","Independent",3,3,3,3,3,3,3,3,"Independents/Not sures",3.5,3.5,0,0,0,0,0,0
"120",120,"Democrat",2,"Strong Democrat",1,1,1,1,6,9,"Woman","18-24","Most of the time",5,4,"Disagree strongly","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree","Disagree strongly",1,1,1,1,"Assault","Democrat",1,3,1,3,1,5,5,4,"Same party",1,1,-1,-5,0,-14.2857142857143,-50,0
"121",121,"Democrat",1,"Strong Republican",5,4,2,5,9,4,"Man","45-54","Most of the time",8,4,"Agree strongly","Disagree strongly","Agree somewhat","Disagree somewhat","Disagree strongly",5,5,2,5,"Jokes","Republican",5,1,4,2,1,1,2,1.5,"Opposite party",4,4.25,-1,0,0.25,-10,0,5
"122",122,"Democrat",2,"Independent",1,1,3,1,10,5,"Man","25-34","Most of the time",5,0,"Disagree strongly","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree","Disagree strongly",1,1,3,1,"Assault","Independent",1,3,1,3,1,5,5,4,"Independents/Not sures",1.5,1.5,-5,-5,0,-45.4545454545455,-83.3333333333333,0
"123",123,"Democrat",2,"Not very strong Republican",3,3,3,3,6,5,"Man","25-34","Some of the time",5,5,"Agree somewhat","Disagree somewhat","Neither disagree nor agree","Disagree somewhat","Neither disagree nor agree",3,3,3,3,"Assault","Republican",4,2,3,2,3,2,3,2.25,"Opposite party",3,3,-1,0,0,-14.2857142857143,0,0
"124",124,"Democrat",3,"Lean Republican",1,2,1,1,6,5,"Woman","45-54","Most of the time",7,5,"","","","","",1,2,1,1,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1.25,1.25,1,0,0,14.2857142857143,0,0
"125",125,"Democrat",2,"Strong Republican",5,5,4,2,3,7,"Man","25-34","Most of the time",2,3,"Agree somewhat","Disagree somewhat","Disagree strongly","Agree somewhat","Agree somewhat",4,4,4,1,"Assault","Republican",4,2,1,4,4,2,5,3.25,"Opposite party",4,3.25,-1,-4,-0.75,-25,-50,-15
"126",126,"Democrat",2,"Strong Democrat",1,1,5,1,9,10,"Woman","25-34","Most of the time",0,0,"Disagree strongly","Agree strongly","Disagree strongly","Agree somewhat","Disagree strongly",1,1,5,1,"Assault","Democrat",1,5,1,4,1,5,5,4.75,"Same party",2,2,-9,-10,0,-90,-90.9090909090909,0
"127",127,"Republican",3,"Strong Republican",4,4,3,4,10,5,"Woman","45-54","Some of the time",10,5,"","","","","",4,4,3,4,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",3.75,3.75,0,0,0,0,0,0
"128",128,"Republican",2,"Not very strong Democrat",3,2,2,3,6,5,"Man","65 or over","Most of the time",3,2,"Disagree somewhat","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree","Disagree strongly",4,2,2,3,"Assault","Democrat",2,3,1,3,1,4,5,3.75,"Opposite party",2.5,2.75,-3,-3,0.25,-42.8571428571429,-50,7.14285714285714
"129",129,"Democrat",3,"Strong Democrat",1,1,1,1,10,5,"Woman","35-44","Most of the time",10,5,"","","","","",1,1,1,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1,1,0,0,0,0,0,0
"130",130,"Democrat",3,"Independent",4,4,2,4,10,10,"Man","18-24","Most of the time",10,10,"","","","","",4,4,2,4,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",3.5,3.5,0,0,0,0,0,0
"131",131,"Republican",2,"Strong Democrat",4,4,2,5,10,10,"Man","55-64","Hardly at all",10,10,"Agree somewhat","Agree strongly","Agree somewhat","Agree strongly","Agree somewhat",5,4,1,4,"Assault","Democrat",4,5,4,5,4,2,2,3.5,"Opposite party",3.75,3.5,0,0,-0.25,0,0,-5.26315789473684
"132",132,"Democrat",1,"Independent",2,3,1,3,7,6,"Man","25-34","Some of the time",5,6,"Disagree somewhat","Agree somewhat","Neither disagree nor agree","Disagree somewhat","Neither disagree nor agree",2,3,1,3,"Jokes","Independent",2,4,3,2,3,4,3,3.25,"Independents/Not sures",2.25,2.25,-2,0,0,-25,0,0
"133",133,"Republican",3,"Not very strong Democrat",1,2,2,4,10,9,"Woman","35-44","Only now and then",9,9,"","","","","",1,2,2,4,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",2.25,2.25,-1,0,0,-9.09090909090909,0,0
"134",134,"Republican",2,"Strong Democrat",1,1,1,1,5,0,"Woman","55-64","Most of the time",5,0,"Agree somewhat","Neither disagree nor agree","Disagree somewhat","Neither disagree nor agree","Disagree somewhat",1,1,2,1,"Assault","Democrat",4,3,2,3,2,2,4,3,"Opposite party",1,1.25,0,0,0.25,0,0,12.5
"135",135,"Republican",1,"Strong Democrat",1,1,5,1,9,9,"Woman","25-34","Most of the time",0,0,"Disagree strongly","Agree strongly","Disagree strongly","Disagree strongly","Disagree strongly",1,1,5,1,"Jokes","Democrat",1,5,1,1,1,5,5,4,"Opposite party",2,2,-9,-9,0,-90,-90,0
"136",136,"Democrat",3,"Lean Democrat",1,4,3,2,8,7,"Woman","25-34","Only now and then",8,8,"","","","","",1,4,3,2,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",2.5,2.5,0,1,0,0,12.5,0
"137",137,"Republican",2,"Lean Democrat",1,1,1,1,10,10,"Prefer not to say","18-24","Only now and then",4,4,"Agree somewhat","Disagree strongly","Disagree strongly","Disagree strongly","Disagree strongly",1,1,1,1,"Assault","Democrat",4,1,1,1,1,2,5,2.25,"Opposite party",1,1,-6,-6,0,-54.5454545454545,-54.5454545454545,0
"138",138,"Republican",3,"Strong Democrat",4,5,2,4,2,1,"Man","25-34","Some of the time",3,2,"","","","","",4,5,2,4,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",3.75,3.75,1,1,0,33.3333333333333,50,0
"139",139,"Democrat",2,"Strong Democrat",1,1,1,1,9,9,"Woman","25-34","Some of the time",5,5,"Neither disagree nor agree","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree","Neither disagree nor agree",1,1,1,1,"Assault","Democrat",3,3,1,3,3,3,5,3.5,"Same party",1,1,-4,-4,0,-40,-40,0
"140",140,"Democrat",3,"Not very strong Republican",4,4,4,3,6,6,"Man","35-44","Most of the time",7,5,"","","","","",4,4,5,4,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",3.75,4.25,1,-1,0.5,14.2857142857143,-14.2857142857143,10.5263157894737
"141",141,"Republican",1,"Strong Republican",2,2,4,1,7,5,"Woman","25-34","Some of the time",3,3,"Disagree strongly","Agree strongly","Disagree strongly","Neither disagree nor agree","Disagree somewhat",2,1,4,1,"Jokes","Republican",1,5,1,3,2,5,5,4.5,"Same party",2.25,2,-4,-2,-0.25,-50,-33.3333333333333,-7.69230769230769
"142",142,"Democrat",2,"Strong Republican",4,4,1,3,7,10,"Man","35-44","Only now and then",10,8,"Agree somewhat","Neither disagree nor agree","Agree somewhat","Agree strongly","Agree somewhat",3,5,1,4,"Assault","Republican",4,3,4,5,4,2,2,3,"Opposite party",3,3.25,3,-2,0.25,37.5,-18.1818181818182,6.25
"143",143,"Republican",1,"Not very strong Democrat",1,2,2,2,5,3,"Man","25-34","Some of the time",5,2,"Agree somewhat","Disagree somewhat","Disagree strongly","Neither disagree nor agree","Disagree strongly",1,2,2,2,"Jokes","Democrat",4,2,1,3,1,2,5,3,"Opposite party",1.75,1.75,0,-1,0,0,-25,0
"144",144,"Republican",2,"Independent",5,5,5,5,7,7,"Man","25-34","Most of the time",10,10,"Agree somewhat","Disagree strongly","Agree strongly","Disagree strongly","Disagree strongly",5,5,5,5,"Assault","Independent",4,1,5,1,1,2,1,1.25,"Independents/Not sures",5,5,3,3,0,37.5,37.5,0
"145",145,"Republican",3,"Lean Republican",1,1,1,1,6,6,"Woman","25-34","Most of the time",7,7,"","","","","",1,1,1,1,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1,1,1,1,0,14.2857142857143,14.2857142857143,0
"146",146,"Democrat",1,"Strong Democrat",1,1,5,1,10,10,"Woman","25-34","Some of the time",0,0,"Disagree strongly","Disagree strongly","Disagree strongly","Disagree strongly","Disagree strongly",1,1,5,1,"Jokes","Democrat",1,1,1,1,1,5,5,3,"Same party",2,2,-10,-10,0,-90.9090909090909,-90.9090909090909,0
"147",147,"Republican",3,"Strong Republican",2,3,2,3,9,9,"Man","45-54","Most of the time",8,9,"","","","","",2,3,2,3,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",2.5,2.5,-1,0,0,-10,0,0
"148",148,"Republican",3,"Lean Democrat",2,2,2,2,7,6,"Man","25-34","Some of the time",7,7,"","","","","",2,2,2,2,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",2,2,0,1,0,0,14.2857142857143,0
"149",149,"Republican",3,"Not very strong Democrat",1,1,1,1,6,2,"Woman","55-64","Most of the time",6,2,"","","","","",1,1,2,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1,1.25,0,0,0.25,0,0,12.5
"150",150,"Democrat",3,"Strong Republican",2,2,3,2,8,8,"Man","35-44","Some of the time",8,8,"","","","","",2,2,2,2,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",2.25,2,0,0,-0.25,0,0,-7.69230769230769
"151",151,"Republican",2,"Not very strong Republican",2,2,1,1,8,8,"Man","45-54","Only now and then",4,3,"Disagree strongly","Agree somewhat","Disagree somewhat","Agree strongly","Disagree somewhat",2,2,1,1,"Assault","Republican",1,4,2,5,2,5,4,4.5,"Same party",1.5,1.5,-4,-5,0,-44.4444444444444,-55.5555555555556,0
"152",152,"Democrat",2,"Strong Democrat",1,1,1,1,8,8,"Man","25-34","Most of the time",3,3,"Disagree somewhat","Neither disagree nor agree","Disagree strongly","Agree somewhat","Disagree somewhat",1,1,1,1,"Assault","Democrat",2,3,1,4,2,4,5,4,"Same party",1,1,-5,-5,0,-55.5555555555556,-55.5555555555556,0
"153",153,"Democrat",3,"Strong Republican",4,3,2,4,2,0,"Man","18-24","Most of the time",2,0,"","","","","",4,2,2,4,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",3.25,3,0,0,-0.25,0,0,-5.88235294117647
"154",154,"Democrat",3,"Strong Republican",4,4,2,4,8,6,"Woman","45-54","Some of the time",6,5,"","","","","",3,3,2,4,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",3.5,3,-2,-1,-0.5,-22.2222222222222,-14.2857142857143,-11.1111111111111
"155",155,"Republican",3,"Independent",1,2,1,3,0,0,"Man","35-44","Only now and then",0,0,"","","","","",1,2,1,3,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",1.75,1.75,0,0,0,0,0,0
"156",156,"Democrat",1,"Independent",4,4,4,3,1,0,"Man","45-54","Most of the time",2,0,"Agree somewhat","Disagree strongly","Agree somewhat","Disagree strongly","Neither disagree nor agree",4,4,4,3,"Jokes","Independent",4,1,4,1,3,2,2,1.5,"Independents/Not sures",3.75,3.75,1,0,0,50,0,0
"157",157,"Democrat",3,"Lean Democrat",1,1,2,1,6,5,"Man","25-34","Most of the time",6,5,"","","","","",1,1,2,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1.25,1.25,0,0,0,0,0,0
"158",158,"Republican",1,"Strong Democrat",1,1,1,1,1,0,"Woman","45-54","Most of the time",0,0,"Disagree strongly","Agree strongly","Disagree strongly","Agree strongly","Agree strongly",1,1,1,1,"Jokes","Democrat",1,5,1,5,5,5,5,5,"Opposite party",1,1,-1,0,0,-50,0,0
"159",159,"Republican",3,"Lean Democrat",3,3,2,5,5,4,"Man","25-34","Most of the time",5,4,"","","","","",3,3,2,5,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",3.25,3.25,0,0,0,0,0,0
"160",160,"Democrat",3,"Strong Democrat",1,1,1,1,7,10,"Woman","55-64","Most of the time",10,10,"","","","","",1,1,1,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1,1,3,0,0,37.5,0,0
"161",161,"Republican",1,"Strong Democrat",1,1,1,1,3,1,"Man","45-54","Most of the time",2,1,"Agree strongly","Neither disagree nor agree","Agree somewhat","Disagree strongly","Disagree somewhat",1,1,1,1,"Jokes","Democrat",5,3,4,1,2,1,2,1.75,"Opposite party",1,1,-1,0,0,-25,0,0
"162",162,"Democrat",2,"Lean Democrat",2,2,3,2,5,5,"Man","35-44","Most of the time",5,5,"Agree somewhat","Disagree somewhat","Disagree strongly","Disagree somewhat","Neither disagree nor agree",2,2,3,2,"Assault","Democrat",4,2,1,2,3,2,5,2.75,"Same party",2.25,2.25,0,0,0,0,0,0
"163",163,"Republican",3,"Not very strong Democrat",1,2,5,1,8,5,"Woman","25-34","Most of the time",7,5,"","","","","",1,2,5,2,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",2.25,2.5,-1,0,0.25,-11.1111111111111,0,7.69230769230769
"164",164,"Republican",1,"Independent",3,3,3,3,9,8,"Man","35-44","Most of the time",5,5,"Neither disagree nor agree","Neither disagree nor agree","Agree somewhat","Neither disagree nor agree","Neither disagree nor agree",3,3,2,3,"Jokes","Independent",3,3,4,3,3,3,2,2.75,"Independents/Not sures",3,2.75,-4,-3,-0.25,-40,-33.3333333333333,-6.25
"165",165,"Democrat",2,"Not very strong Republican",2,2,2,4,9,9,"Man","65 or over","Most of the time",2,1,"Disagree somewhat","Agree somewhat","Disagree somewhat","Disagree strongly","Agree somewhat",2,2,2,2,"Assault","Republican",2,4,2,1,4,4,4,3.25,"Opposite party",2.5,2,-7,-8,-0.5,-70,-80,-14.2857142857143
"166",166,"Republican",1,"Lean Republican",2,3,2,2,2,2,"Man","25-34","Some of the time",2,2,"Agree somewhat","Neither disagree nor agree","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree",2,3,4,2,"Jokes","Republican",4,3,3,1,3,2,3,2.25,"Same party",2.25,2.75,0,0,0.5,0,0,15.3846153846154
"167",167,"Democrat",1,"Lean Republican",1,1,1,1,7,5,"Woman","35-44","Most of the time",2,0,"Disagree somewhat","Agree somewhat","Disagree strongly","Neither disagree nor agree","Disagree strongly",1,1,1,1,"Jokes","Republican",2,4,1,3,1,4,5,4,"Opposite party",1,1,-5,-5,0,-62.5,-83.3333333333333,0
"168",168,"Republican",1,"Lean Republican",2,2,2,3,8,9,"Woman","18-24","Most of the time",7,8,"Agree strongly","Disagree somewhat","Agree somewhat","Disagree strongly","Neither disagree nor agree",2,2,2,2,"Jokes","Republican",5,2,4,1,3,1,2,1.5,"Same party",2.25,2,-1,-1,-0.25,-11.1111111111111,-10,-7.69230769230769
"169",169,"Republican",3,"Independent",2,2,1,4,8,6,"Man","25-34","Most of the time",8,5,"","","","","",2,2,1,4,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",2.25,2.25,0,-1,0,0,-14.2857142857143,0
"170",170,"Democrat",1,"Lean Democrat",2,2,4,2,8,8,"Man","35-44","Most of the time",7,8,"Neither disagree nor agree","Agree somewhat","Agree strongly","Disagree strongly","Disagree strongly",2,2,4,2,"Jokes","Democrat",3,4,5,1,1,3,1,2.25,"Same party",2.5,2.5,-1,0,0,-11.1111111111111,0,0
